id,text,labels
w201106-0000859360-3,実行委員長の川口君をはじめとする委員の面々が頑張っているので、きっと面白いものになるだろう。,"[[6, 8]]"
w201106-0000830670-2,昭和残侠伝のラストシーンで、いつも二人で殴り込みをした、おいらの相棒の池部良が亡くなったのです。,"[[35, 38]]"
w201106-0000869677-2,くどう社会保険労務士事務所は『働きやすい園』にしたい、と思っている園長さんのパートナーです。,"[[0, 3]]"
w201106-0000890417-1,税務会計の顧問はもちろん相続対策や起業・会社設立なら、新宿の藤島税理士事務所にお任せください。,"[[30, 32]]"
w201106-0000897540-1,ホリエモンこと堀江貴文氏が今気になること興味を持ったことを語ります。,"[[0, 5], [7, 11]]"
w201106-0000829668-2,唯一生き残った、アンナとベルの奮闘を書きます。,"[[8, 11], [12, 14]]"
w201106-0000829668-3,クリーチャーも初登場させたいと考えています。,"[[0, 6]]"
w201106-0001694400-1,はーさんと紫呉のシーンも好きだけど。,"[[0, 2], [5, 7]]"
w201106-0001626842-2,私が特に好きなヴァイオリニストはメニューイン、ミルシテイン、ハイフェッツ、オイストラフです。,"[[16, 22], [23, 29], [30, 36], [37, 43]]"
w201106-0001626842-3-01,現役では樫本大進、レーピン、リトル、ヴェンゲーロフ、庄司紗矢香に注目しています。,"[[4, 8], [9, 13], [14, 17], [18, 25], [26, 31]]"
w201106-0001626881-2,第１０回目の記念パーティは、宮崎発の本格的津軽三味線「村上三絃道」一門をお招きして、宮崎観光ホテルで開催します。,"[[27, 29]]"
w201106-0001617144-1,真一君と二人だけでいる時間は、どこかに喜びがあった。,"[[0, 2]]"
w201106-0001643925-2,その町を代表するのは、宇治郷代官であり御茶師の頭取である上林家であった。,"[[28, 30]]"
w201106-0001643925-3,豊太閤のころ上林掃部は、千利休の点てる茶を造ったのである。,"[[0, 1], [6, 10], [12, 15]]"
w201106-0001652556-1,ひよ＠白オカメの同居人ポーです。,"[[11, 13]]"
w201106-0001670328-2,ひとつ前の投稿は「長野美香選手と風香さんが公開練習！」です。,"[[9, 13], [16, 18]]"
w201106-0001670328-3,次の投稿は「長野美香選手と風香さんのインタビュー動画」です。,"[[6, 10], [13, 15]]"
w201106-0001644869-2,谷口浩美新監督のもと、スタッフ５名・選手１５名となります。,"[[0, 4]]"
w201106-0001659031-1-01,練馬区北町の糟谷茂さんは不要になった傘を修理したりして、同区早宮の東京メトロ平和台駅に寄付し続けている。,"[[6, 9]]"
w201106-0001618457-3,週に５日はナナプラザやソイカウボーイなどで遊ぶジャンメダイが紹介する、最新のお店情報もありますよ。,"[[23, 29]]"
w201106-0001605515-2,鎌倉時代の１２３６年、摂政の九條道家の発願により、創建されました。,"[[14, 18]]"
w201106-0001658639-1,むかしむかし、トルコの国に、ナスレッディン・ホジャと言う、とても変わった人がいました。,"[[14, 21], [22, 25]]"
w201106-0001658639-2,このホジャおじさんが、若い頃の事です。,"[[2, 5]]"
w201106-0001602522-1,シュタイナーの幼児教育とは、神秘思想家のルドルフ・シュタイナーの人智学に基づく教育思想、実践方法をさします。,"[[0, 6], [20, 24], [25, 31]]"
w201106-0001602522-2,俗に「シュタイナー教育」とも呼ばれます。,"[[3, 9]]"
w201106-0001602522-3,シュタイナーの幼児教育は、ある意味、現代の幼児の英才教育と逆行しているともいえます。,"[[0, 6]]"
w201106-0001687514-1,山門内には崋山の句碑が建てられている。,"[[5, 7]]"
w201106-0001687514-2,また、本堂奧の崋山霊牌堂の天井画は有名。,"[[7, 9]]"
w201106-0001616949-1,羽左衛門はおそらく頭のなかで「延年の舞」の振りでもさらっていたのでしょう。,"[[0, 4]]"
w201106-0001616949-2,なにしろ踊りには定評のある松緑の代役です、プレッシャーもあったでしょう。,"[[13, 15]]"
w201106-0001616949-3,それを菊五郎は見抜いたのだと思います。,"[[3, 6]]"
w201106-0001126015-3,さっそく廣瀬さんと訪問してきました。,"[[4, 6]]"
w201106-0001147371-3,高級会席・行楽・会議・ロケ・研修会・イベント・謝恩会などの仕出しは東京銀座・夢乃膳兵衛へぜひお任せください。,"[[38, 43]]"
w201106-0001147628-2,記事では、五味クリニック院長の五味常明さんが、岩盤浴の効果について詳しく解説しています。,"[[5, 7], [15, 19]]"
w201106-0001149601-1-01,ケネス・マクミランはスコットランドの振付師です。,"[[0, 3], [4, 9]]"
w201106-0001149601-2,アシュトンと共にロイヤル・バレエのスタイルを確立した振付師です。,"[[0, 5]]"
w201106-0001149601-3,人気のある作品としてはプロコフィエフの「ロミオとジュリエット」、「マノン」などがあります。,"[[11, 18], [20, 23], [24, 30], [33, 36]]"
w201106-0001166693-1,一度でいいから会ってみたい芸能人は北芝健さんです。,"[[17, 20]]"
w201106-0001111591-1,キューバのカストロ前議長の元気な姿、久しぶりに見たなあ。,"[[5, 9]]"
w201106-0001120604-2-01,無線事業部長の申宗均社長が、ネットワーク事業部を統合経営する。,"[[7, 10]]"
w201106-0001120604-2-02,シン・ジョンギュン,"[[0, 2], [3, 9]]"
w201106-0001133121-1,上野屋さんと言えば我が家ではピーナツバターです。,"[[0, 2]]"
w201106-0001133121-2,上野屋さんで買ったピーナツバターは本当に美味しい。,"[[0, 2]]"
w201106-0001120158-1,筆名の「未明」は、正しくは「びめい」とよむ。,"[[4, 6], [14, 17]]"
w201106-0001120158-2,「日本のハンス・クリスチャン・アンデルセンアンデルセン」「日本児童文学の父」と呼ばれる。,"[[4, 7], [8, 14], [15, 27]]"
w201106-0001106376-2,信綱公の墓所なんかはまた希望があればアップします。,"[[0, 2]]"
w201106-0001130177-1,サラさんとスーザンさんのお話会は５３人の方が参加され丁度良い人数でした。,"[[0, 2], [5, 9]]"
w201106-0001189299-1,競馬予想レース王は、カリスマ馬券師やまちんの競馬予想ブログです。,"[[17, 21]]"
w201106-0001136657-1,当ホテルのウエディング、宴会、そして“おいしいしあわせを愉しむ食彩空間”遊宴を任されております、仲宗根長治でございます。,"[[48, 53]]"
w201106-0001106596-2,その後、手塚治虫原作の漫画が読みたくなり原作を読んだ。,"[[4, 8]]"
w201106-0001134736-3,２００７年１月２０日、エリック・クラプトンが上海にやって来る。,"[[11, 15], [16, 21]]"
w201106-0001109377-2,５才になる莉沙穂ちゃんを水中出産した経験をもつ先輩ママでもあります。,"[[5, 8]]"
w201106-0001123159-1,さかい労務管理事務所では面倒な各種社会保険の手続きや労働保険の手続きを会社様に代わり、代行しております。,"[[0, 3]]"
w201106-0001162927-3,ハーフバースデーの記念写真撮影なら「こども専門写真館」スタジオアリスにお任せください。,"[[31, 34]]"
w201106-0001182343-2,往年の大女優、佐久間良子さんを撮影するので多少緊張した。,"[[7, 12]]"
w201106-0001168821-1-01,「あるく」スタッフの迫田です。,"[[10, 12]]"
w201106-0001168821-1-02,さこだ,"[[0, 3]]"
w201106-0001106492-2,講師は元高校教師の荒川勝利さんです。,"[[9, 13]]"
w201106-0001801214-2,千影はそんな橘を傍で見守り続けている。,"[[0, 2], [6, 7]]"
w201106-0001801214-3,千影は橘にとってもなくてはならない存在なのであった。,"[[0, 2], [3, 4]]"
w201106-0001898168-1,女子学生のあーちゃんがのらりくらりと日常などを書いていきます。,"[[5, 7]]"
w201106-0001841915-3,いくえみ綾さんが好きです。,"[[0, 5]]"
w201106-0001859794-1,やまと天目山温泉は名前から想像できるように武田家滅亡の地である天目山の一角にある温泉です。,"[[21, 23]]"
w201106-0001846879-2,今回は川越勝先生によって「祈りの法則を知ろう」と題して１週間お話をお聞きします。,"[[3, 6]]"
w201106-0001865052-1,今日は、パーキンソン病についての講演を聞いた。,"[[4, 10]]"
w201106-0001865052-3,その会場で、蒲郡市民病院時代にお世話になった近藤先生に久しぶりにお会いした。,"[[22, 24]]"
w201106-0001802180-1,スタジオアリスの店舗情報をご覧いただけます。,"[[4, 7]]"
w201106-0001849793-1,今日は朝９時から亜細亜大学で堀内監督の一般クリニックがありました。,"[[14, 16]]"
w201106-0001845953-1,キム・ヨナは、韓国の女子フィギュアスケート選手です。,"[[0, 2], [3, 5]]"
w201106-0001845953-2,様々な大会を制し、キム・ヨナは韓国で大変な人気を集めているのだとか。,"[[9, 11], [12, 14]]"
w201106-0001845953-3,韓国ではキム・ヨナが出演するコマーシャルが多数放送され、全国各地にはスケートリンクが開設されているようです。,"[[4, 6], [7, 9]]"
w201106-0001868157-2,この現象は最初にウィリアムトムソンによって１８５６年、発見された。,"[[8, 17]]"
w201106-0001868625-3,その後、歓迎セレモニーを行い、江上副町長が歓迎の挨拶を述べました。,"[[15, 17]]"
w201106-0001893335-1,この本は、というより、しりあがり寿は、やはりとても素晴らしい。,"[[11, 17]]"
w201106-0001893335-2,もっともっと早く、しりあがり寿が描いたもの・書いたものを読んでおけばよかった。,"[[9, 15]]"
w201106-0001860082-2,彼女は手芸家の加藤真有里さんです。,"[[7, 12]]"
w201106-0001871953-1,世界の時計市場のピエールクンツ専門のコーナーです。,"[[8, 15]]"
w201106-0001871953-2,ピエールクンツは、レトログラードの魔術師、機械式時計の鬼才と言われる。,"[[0, 7]]"
w201106-0001871953-3,２００３年にブランドを立ち上げ、フランクミュラーと同じウォッチランドの一角に工房を構える。,"[[16, 24]]"
w201106-0001803447-1,若林さんは、昭和２３年に東京は小伝馬町に生まれ、現在６１歳です。,"[[0, 2]]"
w201106-0001811123-1,オリジナル曲「花」を初音ミクに歌わせてみた。,"[[10, 14]]"
w201106-0001859317-1,三井海上と住友海上が合併しました。,"[[0, 2]]"
w201106-0001859317-2,１０／１より三井住友海上火災保険株式会社となります。,"[[6, 8]]"
w201106-0001858815-3,「文芸春秋」の創刊、「文芸家協会」の設立、芥川賞、直木賞の設定などにも貢献する。,"[[21, 23], [25, 27]]"
w201106-0001851364-1-01,日本のふるさと、京都、奈良、近江路への観光は、土井タクシーグループにおまかせ下さい。,"[[23, 25]]"
w201106-0001878526-2,小林一茶ゆかりの寺などもあります。,"[[0, 4]]"
w201106-0001809651-1,もともと予定していたさぬきうどんツアーが、突然「さよなら彦江ツアー」になってしまいました。,"[[28, 30]]"
w201106-0001809651-3,ということで、彦江にお別れパート１他モロモロネタを改めてアップします。,"[[7, 9]]"
w201106-0001867216-1,北海道札幌市の収益・投資物件一棟売り・一戸建・マンション・土地情報はサカイプロパティーズにお任せください。,"[[34, 37]]"
w201106-0002000024-2,その歓喜で会場が沸く中、フランス代表チームのコーチ、グリュアムが何者かに毒矢で殺害されてしまう。,"[[26, 31]]"
w201106-0002000153-2,１９５７年、エリア・カザンの『群衆の中の一つの顔』で映画デビュー。,"[[6, 9], [10, 13]]"
w201106-0002000147-1,ジャアファル・アッ＝サーディクは７０２年４月２０日、マディーナで誕生した。,"[[0, 6], [7, 9], [10, 15]]"
w201106-0002000147-2,父は第５代イマームで、４代イマームのアリー・イブン・フサインの孫であるムハンマド・アル＝バーキル。,"[[18, 21], [22, 25], [26, 30], [35, 40], [41, 43], [44, 48]]"
w201106-0002000147-3,したがって初代アリーとその妻ファーティマ・ザフラーの子、フサインを通じて預言者ムハンマドの直系の子孫にあたる。,"[[7, 10], [14, 20], [21, 25], [28, 32], [39, 44]]"
w201106-0002000184-1,ヴェルトフと、ロバート・フラハティ、ヨリス・イヴェンスはともにドキュメンタリー作品の父と言われる。,"[[0, 5], [7, 11], [12, 17], [18, 21], [22, 27]]"
w201106-0002000184-3,ジガ・ヴェルトフはペンネームで、「コマのように回転する人形」を意味する。,"[[0, 2], [3, 8]]"
w201106-0002000235-1,紙パックの飲み物であり、神崎の好物。,"[[12, 14]]"
w201106-0002000341-3,２６分、順也の思い切りの良いシュートがポストに当たり入らず。,"[[4, 6]]"
w201106-0002000354-1,オースティンパワーズやナッティプロフェッサーの変装で有名なビリーボブ社のユニークで笑えるおしゃぶり！,"[[0, 6], [29, 34]]"
w201106-0002000022-1,この買収はアルストムだけでなく、シュナイダーエレクトリックも関わっており、送電事業をアルストムが、配電事業をシュナイダーエレクトリックが引き継ぐものである。,"[[16, 22], [54, 60]]"
w201106-0002000222-1,リブ・タイラーの母親は女優さんですか？,"[[0, 2], [3, 7]]"
w201106-0002000154-1,プロ柔道家を経て、１９５１年、来日したボビー・ブランズらとともにプロレスのトレーニングを積む。,"[[19, 22], [23, 27]]"
w201106-0002000154-2,その輪の中に力道山がいた。,"[[6, 9]]"
w201106-0002000154-3,同年１１月２２日、仙台市でハロルド坂田とエキシビジョン・マッチを行っていて、これが遠藤のデビュー戦とされる。,"[[13, 19], [41, 43]]"
w201106-0002000395-3,同じ年、父の弟弟子でもあった三橋美智也とデュエットした「お花ちゃん」が大ヒット。,"[[14, 19], [29, 30]]"
w201106-0002000381-1,今年は数年ぶりに小田さんのツアーも観に行ったし、その延長での選曲かと思いきやまた「小田ファミリー」で大合唱していました。,"[[8, 10], [41, 43]]"
w201106-0002000244-2,高山善廣、曙、小島聡、ウルティモ・ドラゴンとも対戦した。,"[[0, 4], [5, 6], [7, 10], [11, 16], [17, 21]]"
w201106-0002000244-3,他のリングでは武藤敬司、ビッグバン・ベイダー、ザ・グレート・サスケ、新崎人生、辻結花、ハム・ソヒらとも対戦している。,"[[7, 11], [12, 17], [18, 22], [30, 33], [34, 38], [39, 42], [43, 45], [46, 48]]"
w201106-0002000046-1,大学時代、ジェリー藤尾率いるジャズ・バンド「パップ・コーンズ」にセカンドシンガーとして本名で参加。,"[[5, 11]]"
w201106-0002000046-2,この時のバンジョー奏者に高木智之（後の高木ブー）がいた。,"[[12, 16], [19, 23]]"
w201106-0002000046-3,ドリフターズ加入前には加藤英文（後の加藤茶）とともにクレイジーウエストに参加していたこともある。,"[[11, 15], [18, 21]]"
w201106-0002000331-1,エキセントリックな主人公を演じたのは、『奥さまは魔女』のスティーヴ・カレル。,"[[28, 33], [34, 37]]"
w201106-0002000331-2,彼を大きな愛で包む心優しい恋人役に『マルコヴィッチの穴』のキャサリン・キーナー。,"[[18, 25], [29, 34], [35, 39]]"
w201106-0002000251-2,その名の通り、特別な祭りの日にこの世に誕生したと暗示され、ゼカリヤと同時代の預言者とされる。,"[[29, 33]]"
w201106-0002000251-3,ペルシャ王ダリヨス１世の第２年、すなわち紀元前５２０年の６月から９月までの間に預言したといわれる。,"[[5, 9]]"
w201106-0002000292-1,来音が在籍していた天の川リトルの先輩ＯＧ。,"[[0, 2]]"
w201106-0002000292-2,美波パンプキンズの対戦相手、隣町アルバトロスに飛鳥のいとこ拓馬がおり、その縁でアルバトロスの助っ人投手を引き受ける。,"[[23, 25], [29, 31]]"
w201106-0002000284-1,別名ルミルミ。,"[[2, 6]]"
w201106-0002000092-1,さらには、下のマットや前掛けなどが緑色の場合・中條健一がその場にいる場合は、「グリーン車」のネタも使われる。,"[[23, 27]]"
w201106-0002000092-2,このグリーン車のネタは初めて伊賀がイジられたときに、山田亮がとっさに使ったことから、山田が起源と思われる。,"[[14, 16], [26, 29], [42, 44]]"
w201106-0002000092-3,他はとにかく、伊賀が動くたびに「ファーン」が入る。,"[[7, 9]]"
w201106-0002000078-3,父はオレンジ畑で働いたが、貧乏ゆえキャプラ自身も幼い頃から新聞の売り子や酒場でバンジョー弾きとして家計を助ける。,"[[17, 21]]"
w201106-0002000252-3,２０１０年夏季、ＴＢＳテレビの土曜ドラマ「ハンマーセッション！」の保健教師・里中玲奈役で、女優デビューを果たす。,"[[38, 42]]"
w201106-0002000041-1,エトワール凱旋門は、１８０６年、ナポレオン・ボナパルトの命によって建設が始まった。,"[[16, 21], [22, 27]]"
w201106-0002000041-2,ルイ・フィリップの復古王政時代、１８３６年に完成した。,"[[0, 2], [3, 8]]"
w201106-0002000041-3,ナポレオンは凱旋門が完成する前に既に死去しており、彼がこの門をくぐったのは１８４０年にパリに改葬された時であった。,"[[0, 5]]"
w201106-0002000082-1,徐々に記憶を取り戻して来たサイモンは、自分が交通事故に遭ったこと、そしてその際に兄ピーターのもとへ行こうとしていたことを思い出す。,"[[13, 17], [41, 45]]"
w201106-0002000082-2,しかし、ピーターは既に死んでいた。,"[[4, 8]]"
w201106-0002000082-3,ショックを受けるサイモンに、妻アナはサイモンがピーターを殺したと告げる。,"[[8, 12], [15, 17], [18, 22], [23, 27]]"
w201106-0002000096-2,中村様のコメントで目が覚めました。,"[[0, 2]]"
w201106-0002000294-1,恋の情熱に取り付かれたヴィクトル・ユーゴーの次女アデルは、英国騎兵中尉アルバート・ピンソンを追って単身カナダに渡った。,"[[11, 16], [17, 21], [24, 27], [35, 40], [41, 45]]"
w201106-0002000294-2,しかし、ピンソンの心はすでにアデルには無く、つれない態度を取った。,"[[4, 8], [14, 17]]"
w201106-0002000294-3,激しい恋の情熱と焦燥のなかで、アデルは次第に精神の平衡を失っていく・・・。,"[[15, 18]]"
w201106-0002000296-2,これを西島語録という。,"[[3, 5]]"
w201106-0002000241-1,本日よりチョコレートビール「チョコレートトム」が入荷しました！,"[[20, 22]]"
w201106-0002000123-3,ただしスキンシップ過剰な面があり、奈津からは快く思われていない。,"[[17, 19]]"
w201106-0002000107-1,１９１４年、ウェルズはルーズベルトの助言により、国務省外交部に入省した。,"[[6, 10], [11, 17]]"
w201106-0002000107-2,ウェルズは日本の東京での職務を割り当てられた。,"[[0, 4]]"
w201106-0002000107-3,ウェルズはラテンアメリカに関心を持ち、１９１９年にアルゼンチンに派遣された。,"[[0, 4]]"
w201106-0002000311-2,原作のマリア・トスティに相当するのはマリア原田。,"[[3, 6], [7, 11], [18, 23]]"
w201106-0002000311-3,また、新米エスパイの三木次郎は、原作には登場しない映画版のオリジナルキャラクターである。,"[[10, 14]]"
w201106-0002000338-2,レコーディング予定もあったが泉谷は『Ｄｒ．コトー診療所』のロケを優先。,"[[14, 16], [21, 24]]"
w201106-0002000338-3,それ以来、忌野とは音信不通となってしまった。,"[[5, 7]]"
w201106-0002000106-3,２つのＨＤカメラが青木大介の強さの秘密を暴きだす問題作！,"[[9, 13]]"
w201106-0002000307-2,ピンク色のハリセンが武器で、テルや猫田に活を入れる形で叩くのによく使っている。,"[[14, 16], [17, 19]]"
w201106-0002000317-1,カイト、エービー、サバ、カマス…。,"[[0, 3], [4, 8], [9, 11], [12, 15]]"
w201106-0002000317-2,当時は気付かなかったが、初期４人の名前がカイト以外魚から来ているのか。,"[[20, 23]]"
w201106-0002000317-3,カイトも凧からなのかな。,"[[0, 3]]"
w201106-0002000262-1,昔むかし、大阪に人生幸朗というボヤキの大御所がいました。,"[[8, 12]]"
w201106-0002000262-3,野村監督のつぶやく程度のぼやきではありません。,"[[0, 2]]"
w201106-0002000329-2,これについて草野は、このツアーでたくさんの地方を行き来した経験が大きく影響していると語る。,"[[6, 8]]"
w201106-0002000117-1,ポルタに仕事を与える女の子。,"[[0, 3]]"
w201106-0002000117-2,ちょっと乱暴だけどポルタのピンチには駆けつける優しい子。,"[[9, 12]]"
w201106-0002000117-3,ポルタが大好き。,"[[0, 3]]"
w201106-0002000004-2,ハリーはセックス・シンボルとしても大いに注目されるようになる。,"[[0, 3]]"
w201106-0002000004-3,１９８０年、ハリーとジョルジオ・モロダーが共同で作詞作曲した「コール・ミー」は、映画『アメリカン・ジゴロ』に提供され、米英でナンバーワン・ヒットとなった。,"[[6, 9], [10, 15], [16, 20]]"
w201106-0002000038-1,池井戸潤さんの作品は最後がハッピーエンドなので安心。,"[[0, 4]]"
w201106-0002000038-3,池井戸さんは銀行に愛想つかしながらも銀行員を愛情もって見てるのね。,"[[0, 3]]"
w201106-0002000165-1,おぐねーこと小椋ケンイチさんのブログで紹介されたおぐ姉プロデュースのチャームゾーンのＢＢクリームです。,"[[0, 4], [6, 12], [24, 26]]"
w201106-0002000013-1,ムルジは、バンダが政府を去った後、ＵＤＦを率いるとともに民主主義の代弁者となった。,"[[0, 3], [5, 8]]"
w201106-0002000013-2,しかし、ムルジの大統領としての日々は、論争とスキャンダルに費やされた日々でもあった。,"[[4, 7]]"
w201106-0002000198-2,後に同僚となるダン・ジョンソンはネブラスカ大時代のチームメイト。,"[[7, 9], [10, 15]]"
w201106-0002000214-2,上半身の露出が多い衣装を身に着けており、エミリアからは初めて会った時以来ほぼ一貫して「ヘンタイさん」呼ばわりされてしまっている。,"[[20, 24]]"
w201106-0002000149-1,自身もヨガを始めて１年あまりという、女優・菅野美穂がヨガの本場インドへ。,"[[21, 25]]"
w201106-0002000362-3,そして、宝を取り返してもらった村人は、その一部をお礼として、桃太郎とお爺さんとお婆さんに渡している。,"[[30, 33]]"
w201106-0002000000-2,構成作家は「トリビアの泉」や「田村ゆかりのいたずら黒うさぎ」なども手がけている矢野了平。,"[[15, 20], [39, 43]]"
w201106-0002100233-1-01,１８７７年４月２７日−エジソンが炭素送話機についての特許を出願。,"[[11, 15]]"
w201106-0002100227-2-01,思いつかずに迷う誠は、愛聴するラジオのＤＪ・ゼロこと沢井零子を巻き込む。,"[[8, 9], [26, 30]]"
w201106-0002100227-2-02,池上季実子,"[[0, 5]]"
w201106-0002100227-3,多数のリスナーも交えた公開リクエストの結果、誠の決めた第２の要求は「ローリング・ストーンズ日本公演」。,"[[22, 23]]"
w201106-0002100192-1,らこ家にも春が来た。,"[[0, 2]]"
w201106-0002100191-3,名前は、チャーリー・パーカーのニックネーム「バード」にちなんでいる。,"[[4, 9], [10, 14], [22, 25]]"
w201106-0002100146-1,デザインは出渕裕。,"[[5, 8]]"
w201106-0002100393-1,チア部によってグリー練習場を奪われたウィルは、街のローラースケート・バーで高校時代をグリー部で共に過ごしたエイプリルと偶然出会う。,"[[18, 21], [53, 58]]"
w201106-0002100393-2,一方、スーは、メルセデスにチア部に残るための条件として減量を突きつける。,"[[3, 5], [7, 12]]"
w201106-0002100393-3,急激な食事制限をしたせいで、メルセデスは自分の周りのもの全てが食べ物に見える幻覚症状を起こす。,"[[14, 19]]"
w201106-0002100350-2,モモコクラブ桃組出席番号２８７９番。,"[[0, 3]]"
w201106-0002100350-3,１９９１年、高市智子と２人組アイドルグループ、こんぺいとうを結成、数枚のＣＤリリースの後、１９９４年に解散した。,"[[6, 10]]"
w201106-0002100027-1,この年チームはＮＦＬチーム中第二次世界大戦後、最初にケニー・ワシントン、ウディ・ストロードの２人のアフリカ系アメリカ人選手と契約した［１］。,"[[26, 29], [30, 35], [36, 39], [40, 45]]"
w201106-0002100027-3,シーズン終了後にアダム・ウォルシュヘッドコーチは解任された。,"[[8, 11], [12, 17]]"
w201106-0002100231-2,鬼束ちひろさんの容姿やインタビュー内容が大変なことになっていると話題になっていたのでまとめてみました。．．．,"[[0, 5]]"
w201106-0002100231-3,たびたび話題になる鬼束ちひろさん．,"[[9, 14]]"
w201106-0002100225-3-01,上司から疎まれ、部下からは蔑まれているジャック・フロスト。,"[[19, 23], [24, 28]]"
w201106-0002100194-2,後には当番組出演が縁で、キング・クリムゾンのベストアルバムのライナーノーツを高嶋が担当した。,"[[38, 40]]"
w201106-0002100194-3,ロックテール岩尾の俺に歌わせろ！,"[[6, 8]]"
w201106-0002100354-1-01,旅の途中でプレスコット家はマウンテンマンのライナス・ローリングスと出会う。,"[[5, 11], [21, 25], [26, 32]]"
w201106-0002100354-2,長女イヴはライナスに一目惚れする。,"[[2, 4], [5, 9]]"
w201106-0002100354-3,プレスコット家は旅の途中で河賊に襲われるが、ライナスに助けられる。,"[[0, 6], [22, 26]]"
w201106-0002100397-2-01,同作品は２００６年１月より黒川智花主演で実写化。,"[[13, 17]]"
w201106-0002100156-1,うーん、やっぱりアンディ・サマーズというのは変わったギタリストだ。,"[[8, 12], [13, 17]]"
w201106-0002100234-2,シンプルな調理法で素材の旨みを最大限に引き出すのが信条の古田剛シェフの料理は、「毎日でも食べたい」と思えるくらいのやさしい味わいなんです。,"[[28, 31]]"
w201106-0002100222-1,今夜は新宿のロックバーの片隅で人を待ちながら、この記事を書いている＠ｃｒｅｍａです。,"[[33, 39]]"
w201106-0002100381-1,みのが出演するＴＢＳの２０時台は、日曜の『どうぶつ奇想天外！』、火曜の『学校へ行こう！ＭＡＸ』を含めて週３本となった。,"[[0, 2]]"
w201106-0002100381-3-01,タイトルは「土曜」の「みの」という意味である。,"[[11, 13]]"
w201106-0002100395-1,１９９６年から、スウェーデン・フォーミュラ・フォードに参戦し、翌１９９７年にはシリーズチャンピオンを獲得。,"[[22, 26]]"
w201106-0002100324-2,父親は、ヴィルヘルム・レーヴィットという有名な画家。,"[[4, 10], [11, 17]]"
w201106-0002100324-3,母親は、マルガレーテ・レーヴィット。,"[[4, 10], [11, 17]]"
w201106-0002100053-2,主演は「プロジェクトＢＢ」のルイス・クー。,"[[14, 17], [18, 20]]"
w201106-0002100279-3,しかし、円谷一自身はウルトラシリーズでは脚本を書いていない。,"[[4, 7]]"
w201106-0002100092-1,さて、サンタクロースなんていない。,"[[3, 10]]"
w201106-0002100050-2,赤の女王を演じていたヘレナ・ボナム＝カーターは『ファイト・クラブ』以来ちょっと注目の役者。,"[[10, 13], [14, 17], [18, 22]]"
w201106-0002100252-2,シーズン１同様に、ムチャぶり伝道師は有吉弘行。,"[[18, 22]]"
w201106-0002100109-2,スイーツキャラを活かし森田実やサニー・フランシスにスイーツを提供する。,"[[11, 14], [15, 18], [19, 24]]"
w201106-0002100109-3,またわかぎゑふとはコーナー内でしばしば対立する。,"[[2, 7]]"
w201106-0002100296-3,その名は、ディズニーの映画「わんわん物語」から取りました。,"[[5, 10]]"
w201106-0002100057-1,サイラス・ディーンは、コネチカットのグロートンで鍛冶屋の息子として生まれ、１７５８年にイェール大学を卒業した。,"[[0, 4], [5, 9], [43, 47]]"
w201106-0002100057-3,ディーンはここで将来の諜報員となるエドワード・バンクロフトを教えた。,"[[0, 4], [17, 22], [23, 29]]"
w201106-0002100321-3,この頃にアレイスター・クロウリーの弟子となっている。,"[[4, 10], [11, 16]]"
w201106-0002100288-1,１９７７年にロイ・レイモンドによってカリフォルニア州・サンフランシスコに設立された。,"[[6, 8], [9, 14]]"
w201106-0002100288-2,レイモンドは１９８２年にこの会社をリミテッド・ブランズに売却し、その傘下に入った。,"[[0, 5]]"
w201106-0002100263-1,また、イチローらが監督選考に対して発言［１６］。,"[[3, 7]]"
w201106-0002100263-2,イチローの発言については多くのファンが支持した。,"[[0, 4]]"
w201106-0002100263-3,ファンの世論に押された格好で、星野は代表監督を固辞することとなった。,"[[15, 17]]"
w201106-0002100129-1,猪突猛進のさやかに富田林は振り回されタジタジになりながらも、２人は事件の核心へと迫る。,"[[5, 8], [9, 12]]"
w201106-0002100115-1,１６６６年、ルイ１４世の母后アンヌ・ドートリッシュの追悼ミサで、フランソワーズはルイ１４世と知り合った。,"[[6, 8], [14, 17], [18, 25], [32, 39], [40, 42]]"
w201106-0002100115-2,当時、夫のモンテスパン侯は遠隔地のルーシオンに駐屯していた。,"[[5, 11]]"
w201106-0002100115-3,野心家のフランソワーズは、なんとか国王の寵姫になりたいと、以前から機会を窺っていたのであった。,"[[4, 11]]"
w201106-0002100101-2,拳王軍創設期からラオウを知っている。,"[[8, 11]]"
w201106-0002100101-3,父・ラオウが悪魔だと言われ動揺するリュウにラオウの真の理想は「争いのない平和な世」であったことを説明した。,"[[2, 5], [17, 20], [21, 24]]"
w201106-0002100248-1,ラムレーズンにはまりつつある、鰒知です。,"[[15, 17]]"
w201106-0002100300-2,この時ラングーンでチャンドラ・ボースに会見する。,"[[9, 14], [15, 18]]"
w201106-0002100300-3-01,後に『革命児チャンドラ・ボース』として児童向けのボースの伝記を書いている。,"[[6, 11], [12, 15], [24, 27]]"
w201106-0002100077-3,中心である理樹と葉留佳の気持ちをしっかりまとめたのが良かったですね。,"[[5, 7], [8, 11]]"
w201106-0002100275-1,彼女の心の拠り所は、幼なじみの尚人が奏でるピアノの音だった。,"[[15, 17]]"
w201106-0002100275-2,尚人はかつて神童と謳われたが、今はスランプに陥っていた。,"[[0, 2]]"
w201106-0002100275-3,優しさだけは昔と変わらない尚人だが、小夜子はピリピリとした尚人の空気を感じ取っていた。,"[[13, 15], [18, 21], [29, 31]]"
